0.00,46.81,130.26
0.00,46.82,130.15
0.00,46.80,130.26
0.00,46.83,130.26
0.00,46.77,130.15
0.00,46.83,130.03
0.00,46.82,130.26
0.00,46.81,130.26
0.00,46.83,130.26
0.00,46.88,130.26
0.00,46.86,130.26
0.00,46.88,130.26
0.00,46.93,130.15
0.00,46.92,130.26
0.00,46.96,130.03
0.00,46.94,130.26
0.00,46.93,130.26
0.00,46.98,130.26
0.00,46.98,130.26
0.00,47.02,130.26
0.00,47.01,130.26
0.00,47.00,130.26
0.00,47.09,130.38
0.00,47.07,130.03
0.00,47.12,130.38
0.00,47.15,130.15
0.00,47.17,130.26
0.00,47.17,130.03
255.00,47.20,130.38
255.00,47.10,130.62
255.00,47.14,130.03
255.00,47.10,130.26
255.00,47.14,130.26
255.00,47.14,130.26
255.00,47.15,130.26
255.00,47.17,130.50
255.00,47.15,130.15
255.00,47.16,130.26
255.00,47.17,130.03
255.00,47.18,130.26
255.00,47.15,130.03
255.00,47.10,130.26
255.00,47.17,130.26
255.00,47.16,130.03
255.00,47.20,130.26
255.00,47.17,130.26
255.00,47.14,130.26
255.00,47.13,130.26
255.00,47.17,130.26
255.00,47.14,130.26
255.00,47.15,130.26
255.00,47.12,130.26
255.00,47.11,130.38
255.00,47.14,130.26
255.00,47.13,130.26
255.00,47.15,130.26
255.00,47.11,130.15
255.00,47.11,130.26
255.00,47.11,130.15
255.00,47.12,130.26
255.00,47.09,130.03
255.00,47.07,130.15
255.00,47.12,130.26
255.00,47.09,130.26
255.00,47.11,130.26
255.00,47.11,130.03
255.00,47.12,130.26
255.00,47.13,130.26
255.00,47.14,130.62
255.00,47.15,130.26
255.00,47.15,130.26
255.00,47.19,130.26
255.00,47.16,130.26
255.00,47.13,130.03
255.00,47.13,130.26
255.00,47.15,130.26
255.00,47.21,130.26
255.00,47.17,130.38
255.00,47.18,130.26
255.00,47.18,130.26
255.00,47.20,130.26
255.00,47.23,130.26
255.00,47.27,130.03
255.00,47.25,130.26
255.00,47.27,130.26
255.00,47.34,130.26
255.00,47.32,130.26
255.00,47.34,130.38
255.00,47.34,130.26
255.00,47.39,130.26
255.00,47.44,130.26
255.00,47.43,130.26
255.00,47.46,130.26
255.00,47.43,130.26
255.00,47.48,130.26
255.00,47.54,130.62
255.00,47.55,130.15
255.00,47.59,130.26
255.00,47.60,130.26
255.00,47.63,130.26
255.00,47.67,130.26
255.00,47.68,130.03
255.00,47.75,130.26
255.00,47.78,130.26
255.00,47.80,130.26
255.00,47.82,130.26
255.00,47.84,130.26
255.00,47.86,130.26
255.00,47.91,130.03
255.00,47.96,130.26
255.00,48.02,130.26
255.00,48.03,130.26
255.00,48.09,130.26
255.00,48.13,130.26
255.00,48.18,130.38
255.00,48.20,130.50
255.00,48.26,130.03
255.00,48.25,130.38
255.00,48.32,130.03
255.00,48.38,130.26
255.00,48.42,130.15
255.00,48.45,130.26
255.00,48.51,130.26
255.00,48.71,130.03
255.00,48.64,130.26
255.00,48.70,130.26
255.00,48.73,130.26
255.00,48.77,130.26
255.00,48.83,130.03
255.00,48.85,130.26
255.00,48.98,130.26
255.00,48.98,130.26
255.00,49.02,130.26
255.00,49.05,130.03
255.00,49.18,130.03
255.00,49.18,130.26
255.00,49.31,130.26
255.00,49.48,130.03
255.00,49.38,130.26
255.00,49.45,130.26
255.00,49.49,130.26
255.00,49.61,130.62
255.00,49.60,130.15
255.00,49.69,130.26
255.00,49.79,130.85
255.00,49.81,130.26
255.00,49.85,130.26
255.00,49.92,130.26
255.00,49.97,130.26
255.00,50.04,130.03
255.00,50.13,130.03
255.00,50.20,130.15
255.00,50.26,130.26
255.00,50.27,130.26
255.00,50.40,130.26
255.00,50.48,130.26
255.00,50.53,130.26
255.00,50.55,130.26
255.00,50.70,130.26
255.00,50.78,130.62
255.00,50.84,130.26
255.00,50.88,130.26
255.00,51.00,130.26
255.00,51.08,130.62
255.00,51.13,130.03
255.00,51.22,130.26
255.00,51.29,130.26
255.00,51.36,130.03
255.00,51.43,130.26
255.00,51.49,130.26
255.00,51.56,130.26
255.00,51.66,130.26
255.00,51.75,130.62
255.00,51.71,130.26
255.00,51.87,130.26
255.00,51.93,130.26
255.00,52.01,130.26
255.00,52.10,130.26
255.00,52.18,130.03
255.00,52.23,130.26
255.00,52.29,130.26
255.00,52.50,130.73
255.00,52.47,130.15
255.00,52.57,130.26
255.00,52.63,130.03
255.00,52.70,130.26
255.00,52.83,130.26
255.00,52.89,130.26
255.00,53.04,130.50
255.00,53.09,130.03
255.00,53.17,130.26
255.00,53.22,130.26
255.00,53.31,130.03
255.00,53.40,130.26
255.00,53.56,130.26
255.00,53.61,130.03
255.00,53.71,130.26
255.00,53.79,130.26
255.00,53.87,130.03
255.00,53.97,130.26
255.00,54.01,130.26
255.00,54.16,130.15
255.00,54.21,130.38
255.00,54.31,130.15
255.00,54.38,130.26
255.00,54.49,130.26
255.00,54.56,130.26
255.00,54.71,130.26
255.00,54.72,130.26
255.00,54.86,130.03
255.00,54.94,130.26
255.00,55.09,130.26
255.00,55.18,130.26
255.00,55.27,130.26
255.00,55.35,130.26
255.00,55.47,130.26
255.00,55.55,130.50
255.00,55.69,130.03
255.00,55.74,130.15
255.00,55.83,130.26
255.00,55.89,130.15
255.00,56.08,130.03
255.00,56.14,130.26
255.00,56.20,130.26
255.00,56.30,130.26
255.00,56.48,130.03
255.00,56.54,130.15
255.00,56.65,130.26
255.00,56.77,130.03
255.00,56.79,130.38
255.00,56.92,130.26
255.00,57.07,130.26
255.00,57.13,130.26
255.00,57.19,130.26
255.00,57.31,130.26
255.00,57.45,130.26
255.00,57.53,130.03
255.00,57.57,130.26
255.00,57.81,130.26
255.00,57.93,130.03
255.00,58.03,130.26
255.00,58.11,130.26
255.00,58.33,130.26
255.00,58.29,130.26
255.00,58.46,130.26
255.00,58.52,130.26
255.00,58.67,130.50
255.00,58.73,130.03
255.00,58.92,130.26
255.00,59.00,130.38
255.00,59.14,130.26
255.00,59.22,130.03
255.00,59.32,130.26
255.00,59.48,130.26
255.00,59.56,130.26
255.00,59.67,130.03
255.00,59.79,130.26
255.00,59.90,130.15
255.00,60.00,130.26
255.00,60.10,130.26
255.00,60.32,130.26
255.00,60.37,130.26
255.00,60.53,130.03
255.00,60.56,130.26
255.00,60.74,130.26
255.00,60.87,130.26
255.00,61.03,130.26
255.00,61.09,130.03
255.00,61.19,130.26
255.00,61.35,130.26
255.00,61.51,130.26
255.00,61.63,130.03
255.00,61.70,130.26
255.00,61.85,130.26
255.00,62.05,130.62
255.00,62.15,130.38
255.00,62.24,130.26
255.00,62.35,130.26
255.00,62.48,130.26
255.00,62.60,130.03
255.00,62.64,130.15
255.00,62.80,130.26
255.00,62.94,130.15
255.00,62.98,130.26
255.00,63.15,130.26
255.00,63.27,130.03
255.00,63.34,130.26
255.00,63.50,130.26
255.00,63.70,130.26
255.00,63.81,130.26
255.00,63.90,130.85
255.00,63.97,130.03
255.00,64.12,130.26
255.00,64.29,130.62
255.00,64.34,130.15
255.00,64.46,130.26
255.00,64.57,130.26
255.00,64.79,130.26
255.00,64.89,130.03
255.00,65.08,130.26
255.00,65.12,130.26
255.00,65.28,130.26
255.00,65.34,130.26
255.00,65.56,130.15
255.00,65.56,130.26
255.00,65.76,130.26
255.00,65.83,130.50
255.00,65.91,130.15
255.00,66.15,130.26
255.00,66.23,130.03
255.00,66.31,130.15
255.00,66.48,130.26
255.00,66.60,130.26
255.00,66.82,130.26
255.00,66.86,130.26
255.00,67.01,130.62
255.00,67.22,130.26
255.00,67.31,130.73
255.00,67.53,130.38
255.00,67.58,130.03
255.00,67.72,130.26
255.00,67.79,130.03
255.00,67.93,130.26
255.00,68.10,130.15
255.00,68.25,130.26
255.00,68.37,130.03
255.00,68.47,130.26
255.00,68.69,130.26
255.00,68.71,130.15
255.00,68.80,130.26
255.00,68.83,130.26
255.00,69.06,130.26
255.00,69.10,130.26
255.00,69.30,130.50
255.00,69.34,130.03
255.00,69.57,130.26
255.00,69.59,130.26
255.00,69.68,130.03
255.00,69.84,130.26
255.00,70.09,130.26
255.00,70.07,130.38
255.00,70.21,130.26
255.00,70.35,130.26
255.00,70.37,130.03
255.00,70.52,130.26
255.00,70.65,130.26
255.00,70.91,130.26
255.00,70.89,130.15
255.00,71.08,130.26
255.00,71.11,130.03
255.00,71.25,130.26
255.00,71.29,130.26
255.00,71.49,130.62
255.00,71.51,130.26
255.00,71.72,130.26
255.00,71.83,130.26
255.00,71.93,130.26
255.00,72.03,130.26
255.00,72.18,130.26
255.00,72.21,130.26
255.00,72.38,130.62
255.00,72.52,130.26
255.00,72.73,130.38
255.00,72.72,130.26
255.00,72.98,130.15
255.00,73.05,130.26
255.00,73.19,130.03
255.00,73.23,130.26
255.00,73.42,130.26
255.00,73.63,130.26
255.00,73.72,130.26
255.00,73.84,130.26
255.00,74.01,130.03
255.00,74.20,130.26
255.00,74.24,130.38
255.00,74.39,130.26
255.00,74.62,130.26
255.00,74.62,130.26
255.00,74.89,130.38
255.00,74.93,130.03
255.00,75.08,130.26
255.00,75.24,130.26
255.00,75.25,130.15
255.00,75.37,130.26
255.00,75.50,130.03
255.00,75.59,130.26
255.00,75.88,130.26
255.00,76.05,130.26
255.00,76.18,130.03
255.00,76.38,130.26
255.00,76.49,130.26
255.00,76.69,130.26
255.00,76.83,130.26
