0.00,40.00,131.55
0.00,40.16,131.67
0.00,40.38,131.67
0.00,40.40,131.55
0.00,40.20,131.55
0.00,39.99,131.55
0.00,40.03,131.91
0.00,40.31,131.55
0.00,40.38,131.55
0.00,40.32,131.67
0.00,40.06,131.67
0.00,40.03,131.44
0.00,40.11,131.67
0.00,40.38,131.67
0.00,40.37,131.67
0.00,40.18,131.55
0.00,40.00,131.67
0.00,40.05,131.67
0.00,40.37,131.67
0.00,40.46,131.67
0.00,40.24,131.55
0.00,40.02,131.67
0.00,39.94,131.67
0.00,40.18,131.67
0.00,40.34,131.44
0.00,40.30,131.67
0.00,40.04,131.67
0.00,39.97,131.55
255.00,40.13,131.67
255.00,40.28,131.67
255.00,40.31,131.91
255.00,40.23,131.55
255.00,40.11,131.67
255.00,40.03,131.44
255.00,40.18,131.55
255.00,40.25,131.67
255.00,40.31,131.55
255.00,40.23,131.32
255.00,40.19,131.32
255.00,40.04,131.44
255.00,40.11,131.67
255.00,40.21,131.79
255.00,40.34,131.67
255.00,40.25,131.67
255.00,40.12,131.55
255.00,40.02,131.67
255.00,40.08,131.67
255.00,40.16,131.44
255.00,40.34,131.67
255.00,40.25,131.67
255.00,40.07,131.79
255.00,40.03,131.44
255.00,40.06,131.67
255.00,40.20,131.67
255.00,40.28,131.67
255.00,40.27,131.55
255.00,40.19,131.67
255.00,40.09,131.55
255.00,40.03,131.67
255.00,40.12,131.67
255.00,40.25,131.32
255.00,40.35,131.67
255.00,40.22,131.67
255.00,40.08,131.67
255.00,40.06,131.79
255.00,40.13,131.67
255.00,40.28,131.67
255.00,40.36,131.67
255.00,40.26,131.55
255.00,40.24,131.55
255.00,40.17,131.67
255.00,40.16,131.79
255.00,40.35,131.67
255.00,40.39,131.55
255.00,40.38,131.67
255.00,40.33,131.67
255.00,40.20,131.67
255.00,40.19,131.67
255.00,40.28,131.44
255.00,40.48,131.44
255.00,40.46,131.67
255.00,40.32,131.67
255.00,40.30,131.20
255.00,40.27,131.67
255.00,40.38,131.67
255.00,40.54,131.91
